WKT,stop_name,stop_id,shape_X,shape_Y
"POINT (-96.8815509538428 32.6617412046393)",WESTMORELAND @ CAMP WISDOM - N - NS,17542,-96.8815509538428,32.6617412046393
"POINT (-96.8822299546499 32.6607262052744)",WESTMORELAND @ PREFERRED - S - NS,17543,-96.8822299546499,32.6607262052744
"POINT (-96.9014618617586 32.7265162239262)",MOUNTAIN VIEW CC,17601,-96.9014618617586,32.7265162239262
"POINT (-96.8916038796023 32.719515212909)",COCKRELL HILL @ ILLINOIS - S - FS,17667,-96.8916038796023,32.719515212909
"POINT (-96.7529336603368 32.8511520625284)",ABRAMS @ LOVERS - S - NS,17750,-96.7529336603368,32.8511520625284
"POINT (-96.7527286590564 32.8516000620948)",ABRAMS @ TOWN HILL - N - NS,17751,-96.7527286590564,32.8516000620948
"POINT (-96.7692234177683 32.926374096294)",COIT @ ALPHA - S - FS,17835,-96.7692234177683,32.926374096294
"POINT (-96.8033748580043 32.7789231214792)",COMMERCE @ GRIFFIN - E - MB,17981,-96.8033748580043,32.7789231214792
"POINT (-96.7004869537497 32.719732054954)",ELAM @ JIM MILLER - E - NS,17996,-96.7004869537497,32.719732054954
"POINT (-96.683160937552 32.7081020555245)",MURDOCK @ KOMALTY - S - NS,18004,-96.683160937552,32.7081020555245
"POINT (-96.9170198179502 32.7472432405182)",WALTON WALKER @ JEFFERSON - N - NS,18008,-96.9170198179502,32.7472432405182
"POINT (-96.8126409122875 32.7563131264919)",EWING @ SABINE - N - FS,18029,-96.8126409122875,32.7563131264919
"POINT (-96.8226369232661 32.7436801355772)",JEFFERSON @ BECKLEY - W - NS,18040,-96.8226369232661,32.7436801355772
"POINT (-96.761220382478 32.9361090822073)",ESPERANZA @ MIDPARK - S - FS,18081,-96.761220382478,32.9361090822073
"POINT (-96.802741853158 32.7807251215115)",ELM @ GRIFFIN - W - MB,18116,-96.802741853158,32.7807251215115
"POINT (-96.7454596160603 32.8640390588968)",SKILLMAN @ LARMANDA - N - FS,18129,-96.7454596160603,32.8640390588968
"POINT (-96.7204284084271 32.9238880607282)",WALNUT @ AUDELIA - E - MB2,18135,-96.7204284084271,32.9238880607282
"POINT (-96.7182434510342 32.910498059662)",AUDELIA @ FOREST - S - MB2,18140,-96.7182434510342,32.910498059662
"POINT (-96.7176544550347 32.9093440601686)",AUDELIA @ FOREST - N - NS,18146,-96.7176544550347,32.9093440601686
"POINT (-96.7339294136559 32.9236390608468)",RICHLAND CC,18152,-96.7339294136559,32.9236390608468
"POINT (-96.7197614885517 32.8991940594635)",WHITEHURST @ SKILLMAN - E - MB3,18157,-96.7197614885517,32.8991940594635
"POINT (-96.7197314884553 32.8992940598608)",WHITEHURST @ SKILLMAN - W - FS,18166,-96.7197314884553,32.8992940598608
"POINT (-96.7411595180194 32.8927350594483)",ABRAMS @ ROYAL - S - FS,18192,-96.7411595180194,32.8927350594483
"POINT (-96.7409415185319 32.8926750597663)",ABRAMS @ ROYAL - N - NS,18202,-96.7409415185319,32.8926750597663
"POINT (-96.8182424555563 32.9212581865438)",DALLAS N TOLLWAY @ HARVEST HILL - N,18251,-96.8182424555563,32.9212581865438
"POINT (-96.804249273069 32.9827891772285)",PRESTON @ CAMPBELL - N - NS,18299,-96.804249273069,32.9827891772285
"POINT (-96.8808945094668 32.9083692943749)",JOSEY @ FOREST - S - FS,18303,-96.8808945094668,32.9083692943749
"POINT (-96.8905076088758 32.8623062827415)",SHADY TRAIL @ WILLOWBROOK - N - FS,18324,-96.8905076088758,32.8623062827415
"POINT (-96.8911384178369 32.9537873422627)",BELT LINE @ JOSEY - W - FS,18354,-96.8911384178369,32.9537873422627
"POINT (-96.8821534749164 32.9245473068605)",VALLEY VIEW @ JOSEY - W - FS,18378,-96.8821534749164,32.9245473068605
"POINT (-96.8808945091344 32.9086012953845)",JOSEY @ FOREST - N - MB,18441,-96.8808945091344,32.9086012953845
"POINT (-96.7357104619652 32.9090350599165)",FOREST @ ABRAMS - E - NS,18473,-96.7357104619652,32.9090350599165
"POINT (-96.8038378526371 32.7804961222088)",ELM @ LAMAR - W - NS,18526,-96.8038378526371,32.7804961222088
"POINT (-96.954146473954 32.9463764607439)",MACARTHUR @ COWBOY - S - FS,18531,-96.954146473954,32.9463764607439
"POINT (-97.0021335956767 32.8634054622813)",ESTERS @ CHEYENNE - S - NS,18540,-97.0021335956767,32.8634054622813
"POINT (-96.9353996887414 32.8121773119986)",IRVING @ 3RD - W - FS,18555,-96.9353996887414,32.8121773119986
"POINT (-96.8483327157745 32.8206761964093)",HARRY HINES @ EXCHANGE - S - NS,18561,-96.8483327157745,32.8206761964093
"POINT (-96.8376207421457 32.8123761780556)",HARRY HINES @ BUTLER - N - MB,18566,-96.8376207421457,32.8123761780556
"POINT (-96.8737907298138 32.8090372254319)",MOCKINGBIRD @ IRVING - S - MB,18571,-96.8737907298138,32.8090372254319
"POINT (-96.8735627306694 32.8086562251115)",MOCKINGBIRD @ IRVING - N - FS,18572,-96.8735627306694,32.8086562251115
"POINT (-97.0354665978066 32.8618375177109)",DFW REMOTE SOUTH PARKING,18594,-97.0354665978066,32.8618375177109
"POINT (-96.9766515948729 32.8662204240277)",WALNUT HILL @ STORY - E - FS,18604,-96.9766515948729,32.8662204240277
"POINT (-96.9654895643622 32.8878114267226)",EXECUTIVE @ CORPORATE - N - FS,18615,-96.9654895643622,32.8878114267226
"POINT (-96.977946594641 32.8664204258028)",WALNUT HILL @ STORY - W - FS,18622,-96.977946594641,32.8664204258028
"POINT (-96.9765636431195 32.829666386982)",STORY @ GRAUWYLER - S - MB,18649,-96.9765636431195,32.829666386982
"POINT (-96.9763376434897 32.829765386657)",STORY @ GRAUWYLER - N - FS,18661,-96.9763376434897,32.829765386657
"POINT (-96.873943796676 32.7791792091397)",WESTMORELAND @ SINGLETON - S - NS,18703,-96.873943796676,32.7791792091397
"POINT (-96.8741888625249 32.7491741923564)",WESTMORELAND @ DAVIS - S - FS,18706,-96.8741888625249,32.7491741923564
"POINT (-96.8739908633339 32.749029192181)",WESTMORELAND @ DAVIS - N - NS,18738,-96.8739908633339,32.749029192181
"POINT (-96.9511536304539 32.8445603631813)",OCONNOR @ ROCHELLE - N - FS,18765,-96.9511536304539,32.8445603631813
"POINT (-96.9342096704418 32.8233663204503)",NURSERY @ UNION BOWER - N - FS,18818,-96.9342096704418,32.8233663204503
"POINT (-96.9198806389383 32.8441483155451)",NORTHGATE @ SCIENCE - E - FS,18827,-96.9198806389383,32.8441483155451
"POINT (-96.97520164404 32.8289273843843)",GRAUWYLER @ BRADFORD - E - MB,18830,-96.97520164404,32.8289273843843
"POINT (-96.9749346441003 32.8290213838765)",GRAUWYLER @ STORY - W - MB,18872,-96.9749346441003,32.8290213838765
"POINT (-96.9777536814024 32.8003923592905)",SHADY GROVE @ STORY - E - MB,18892,-96.9777536814024,32.8003923592905
"POINT (-96.9776886803411 32.800500358976)",SHADY GROVE @ STORY - W - FS,18909,-96.9776886803411,32.800500358976
"POINT (-97.0095186300859 32.8326814419426)",ESTERS @ PIONEER - N - NS,18922,-97.0095186300859,32.8326814419426
"POINT (-96.9596987033356 32.7934893285937)",MACARTHUR @ OAKDALE - S - FS,18944,-96.9596987033356,32.7934893285937
"POINT (-96.9769036814216 32.8008213581492)",STORY @ SHADY GROVE - N - FS,18953,-96.9769036814216,32.8008213581492
"POINT (-96.8499494586749 32.9251912472913)",VALLEY VIEW @ CRESTPARK - E - FS,18998,-96.8499494586749,32.9251912472913
"POINT (-96.8217214057716 32.940118200007)",DALLAS N TOLLWAY @ SPRING VALLEY - N - FS,19008,-96.8217214057716,32.940118200007
"POINT (-96.8504614584988 32.9254052479056)",VALLEY VIEW @ CRESTPARK - W - FS,19012,-96.8504614584988,32.9254052479056
"POINT (-96.8897523747573 32.9741003524119)",JOSEY @ KELLER SPRINGS - N - FS,19071,-96.8897523747573,32.9741003524119
"POINT (-96.8868102851582 33.0114373669871)",JOSEY @ ROSEMEADE - N - NS,19081,-96.8868102851582,33.0114373669871
"POINT (-96.8842132332932 33.0285813681735)",JOSEY @ CHEYENNE - S - FS,19087,-96.8842132332932,33.0285813681735
"POINT (-96.8870892836579 33.0118683679927)",JOSEY @ ROSEMEADE - S - NS,19092,-96.8870892836579,33.0118683679927
"POINT (-96.8900463767543 32.9728943526189)",JOSEY @ KELLER SPRINGS - S - FS,19103,-96.8900463767543,32.9728943526189
"POINT (-96.8663983013697 32.9967473159411)",KELLY @ FRANKFORD - S - FS,19138,-96.8663983013697,32.9967473159411
"POINT (-96.8547873535325 32.9696002772886)",MARSH @ BALLANTRAE - S - MB,19156,-96.8547873535325,32.9696002772886
"POINT (-96.8542093932813 32.9530192688681)",BELT LINE @ MARSH - E - FS,19161,-96.8542093932813,32.9530192688681
"POINT (-96.8666503009725 32.9971443166622)",FRANKFORD @ KELLY - W - FS,19192,-96.8666503009725,32.9971443166622
"POINT (-96.8475002474928 33.0092752817094)",LINA @ ROSEMEADE - S - FS,19225,-96.8475002474928,33.0092752817094
"POINT (-96.718461112226 33.0193090767633)",15TH @ BRENTWOOD - E - NS,19278,-96.718461112226,33.0193090767633
"POINT (-96.8044972732069 32.9827031776937)",PRESTON @ CAMPBELL - S - FS,19303,-96.8044972732069,32.9827031776937
"POINT (-96.7682462538384 32.9778341003975)",COIT @ CAMPBELL - S - FS,19334,-96.7682462538384,32.9778341003975
"POINT (-96.7690024333442 32.921567095928)",COIT @ BANNER - N - FS,19350,-96.7690024333442,32.921567095928
"POINT (-96.7680172496467 32.978956100547)",COIT @ CAMPBELL - N - FS,19370,-96.7680172496467,32.978956100547
"POINT (-96.732503057701 33.0409210950055)",PARKER @ CUSTER - E - FS,19391,-96.732503057701,33.0409210950055
"POINT (-96.7935151423621 33.0269561766907)",PARK @ PRESTON PARK - E - MB1,19401,-96.7935151423621,33.0269561766907
"POINT (-96.769009336771 32.9520470993397)",COIT @ BELT LINE - S - MB,19421,-96.769009336771,32.9520470993397
"POINT (-96.7722062252535 32.9879891105738)",MCCALLUM @ DICKERSON - W - MB2,19431,-96.7722062252535,32.9879891105738
"POINT (-96.7928971409406 33.0271541758675)",PARK @ PRESTON - W - MB2,19445,-96.7928971409406,33.0271541758675
"POINT (-96.7358672892404 32.9616900614026)",ARAPAHO @ CUSTER - E - MB,19504,-96.7358672892404,32.9616900614026
"POINT (-96.7699313051589 32.9621711025262)",ARAPAHO @ COIT - W - FS,19519,-96.7699313051589,32.9621711025262
"POINT (-96.7336472433266 32.9754040621631)",CAMPBELL @ CUSTER - E - FS,19552,-96.7336472433266,32.9754040621631
"POINT (-96.7346012426187 32.9757550620479)",CAMPBELL @ CUSTER - W - FS,19579,-96.7346012426187,32.9757550620479
"POINT (-96.7696423763825 32.9397220990866)",SPRING VALLEY @ PEYTON - E - FS,19619,-96.7696423763825,32.9397220990866
"POINT (-96.683002335075 32.9443060611832)",JUPITER @ VILLAGE NORTH - S - MB,19665,-96.683002335075,32.9443060611832
"POINT (-96.6497203685081 32.9308420605365)",BUCKINGHAM @ GARLAND - W - FS,19695,-96.6497203685081,32.9308420605365
"POINT (-96.7000013380977 32.9446730608176)",PLANO @ BELT LINE - S - FS,19714,-96.7000013380977,32.9446730608176
"POINT (-96.6651504110396 32.9177910597595)",SHILOH @ LAKEWOOD - N - FS,19720,-96.6651504110396,32.9177910597595
"POINT (-96.6836994189986 32.9172790595938)",WALNUT @ JUPITER - W - FS,19729,-96.6836994189986,32.9172790595938
"POINT (-96.6997503395839 32.9439020613002)",PLANO @ BELT LINE - N - MB2,19735,-96.6997503395839,32.9439020613002
"POINT (-96.7348144114894 32.9244630603985)",WALNUT @ ABRAMS - E - FS,19754,-96.7348144114894,32.9244630603985
"POINT (-96.6825224192065 32.9171350601974)",WALNUT @ JUPITER - E - FS,19762,-96.6825224192065,32.9171350601974
"POINT (-96.7187934099782 32.9233680602196)",WALNUT @ AUDELIA - W - FS,19776,-96.7187934099782,32.9233680602196
"POINT (-96.7354454118198 32.9243310608644)",WALNUT @ ABRAMS - W - NS,19779,-96.7354454118198,32.9243310608644
"POINT (-96.6818431138612 33.0179720742259)",14TH @ JUPITER - E - FS,19802,-96.6818431138612,33.0179720742259
"POINT (-96.6827712623114 32.9681160616493)",JUPITER @ COLLINS - S - NS,19808,-96.6827712623114,32.9681160616493
"POINT (-96.682400488423 32.8944110592754)",MILLER @ JUPITER - E - FS,19819,-96.682400488423,32.8944110592754
"POINT (-96.6648315289031 32.8787700583106)",KINGSLEY @ SHILOH - E - FS,19827,-96.6648315289031,32.8787700583106
"POINT (-96.66510552854 32.8789610583554)",KINGSLEY @ SHILOH - W - NS,19829,-96.66510552854,32.8789610583554
"POINT (-96.648213479639 32.8927470586423)",SATURN @ SHARON - N - NS,19887,-96.648213479639,32.8927470586423
"POINT (-96.620710509989 32.8780570580215)",BROADWAY @ CENTERVILLE - S - FS,19901,-96.620710509989,32.8780570580215
"POINT (-96.6205875092909 32.8782480577775)",BROADWAY @ WILLIAM A TAYLOR - N - FS,19936,-96.6205875092909,32.8782480577775
"POINT (-96.6310095114836 32.8793080579674)",1ST @ KINGSLEY - S - NS,19953,-96.6310095114836,32.8793080579674
"POINT (-96.8887404173184 32.9535473371531)",BELT LINE @ JOSEY - E - FS,20030,-96.8887404173184,32.9535473371531
"POINT (-96.7672203377968 32.9510620957095)",BELT LINE @ COIT - E - FS,20043,-96.7672203377968,32.9510620957095
"POINT (-96.7013133349701 32.9454770606065)",BELT LINE @ GLENVILLE - W - MB,20094,-96.7013133349701,32.9454770606065
"POINT (-96.7697363400078 32.950912100766)",BELT LINE @ COIT - W - FS,20108,-96.7697363400078,32.950912100766
"POINT (-96.8551933936601 32.9532732709724)",BELT LINE @ MARSH - W - NS,20121,-96.8551933936601,32.9532732709724
"POINT (-96.7578869201502 32.7717300649173)",FITZHUGH @ 2ND - W - FS,20128,-96.7578869201502,32.7717300649173
"POINT (-97.0078706298187 32.8327664388576)",PIONEER @ ESTERS - W - MB,20139,-97.0078706298187,32.8327664388576
"POINT (-96.9586616506643 32.8291793607799)",GRAUWYLER @ MACARTHUR - E - FS,20156,-96.9586616506643,32.8291793607799
"POINT (-96.873700795598 32.7797032090033)",WESTMORELAND @ PUEBLO - N - MB,20172,-96.873700795598,32.7797032090033
"POINT (-97.0108875243172 32.9279615455657)",FREEPORT @ ESTERS - N - MB,20230,-97.0108875243172,32.9279615455657
"POINT (-96.9908645404138 32.9109594943792)",ROYAL @ BENT BRANCH - E - FS,20238,-96.9908645404138,32.9109594943792
"POINT (-96.9195056383528 32.844471315394)",NORTHGATE @ SCIENCE - W - NS,20245,-96.9195056383528,32.844471315394
"POINT (-96.9343086746017 32.8211573183801)",NURSERY @ ELWOOD - S - MB,20248,-96.9343086746017,32.8211573183801
"POINT (-96.8819474756808 32.9243563067205)",VALLEY VIEW @ JOSEY - E - NS,20274,-96.8819474756808,32.9243563067205
"POINT (-96.8501734520893 32.9278012484687)",BROOKHAVEN CC,20277,-96.8501734520893,32.9278012484687
"POINT (-96.6201523611353 32.9307380600119)",MARS @ BUCKINGHAM - N - NS,20384,-96.6201523611353,32.9307380600119
"POINT (-96.664643330969 32.944590060741)",BELT LINE @ SHILOH - E - FS,20395,-96.664643330969,32.944590060741
"POINT (-96.7941948550787 32.7825021106856)",ELM @ HARWOOD - W - NS,20431,-96.7941948550787,32.7825021106856
"POINT (-96.8032358555942 32.7797601219831)",MAIN @ GRIFFIN - E - NS,20444,-96.8032358555942,32.7797601219831
"POINT (-96.8227439515299 32.7010051375464)",OVERTON @ BECKLEY - W - NS,20468,-96.8227439515299,32.7010051375464
"POINT (-96.8345619442 32.699869150434)",FAWN VALLEY @ BOW AND ARROW - S - M,20471,-96.8345619442,32.699869150434
"POINT (-96.8397879447223 32.6949631571041)",PENTAGON @ POLK - W - NS,20475,-96.8397879447223,32.6949631571041
"POINT (-96.8232629477201 32.7058161382512)",KIEST @ BECKLEY - E - NS,20478,-96.8232629477201,32.7058161382512
"POINT (-96.8938579074753 32.69542121661)",EXCHANGE SERVICE @ WALTON WALKER - E - FS,20496,-96.8938579074753,32.69542121661
"POINT (-96.8564738144647 32.777955187083)",HAMPTON @ SINGLETON - N - MB,20515,-96.8564738144647,32.777955187083
"POINT (-96.8024268650258 32.7766811198457)",YOUNG @ GRIFFIN - E - NS,20529,-96.8024268650258,32.7766811198457
"POINT (-96.6837665600237 32.8715340578111)",MCCREE @ JUPITER - W - FS,20536,-96.6837665600237,32.8715340578111
"POINT (-96.70143650877 32.8905350593741)",MARKISON @ PLANO - W - FS,20544,-96.70143650877,32.8905350593741
"POINT (-96.7007195085193 32.8904430589842)",MARKISON @ PLANO - E - NS,20549,-96.7007195085193,32.8904430589842
"POINT (-96.6653546405542 32.8417820567354)",FERGUSON @ MAYLEE - N - MB,20576,-96.6653546405542,32.8417820567354
"POINT (-96.7602819970806 32.6981830686149)",GRT TRINTY @ WADSWORTH - E - NS,20598,-96.7602819970806,32.6981830686149
"POINT (-96.9088248634803 32.7202382319316)",DUNCANVILLE @ ILLINOIS - S - FS,20646,-96.9088248634803,32.7202382319316
"POINT (-96.8840619525999 32.6616302070379)",AMERICAN WAY @ CAMP WISDOM - N - NS,20671,-96.8840619525999,32.6616302070379
"POINT (-96.6308265108282 32.8792550582896)",1ST @ KINGSLEY - N - FS,20676,-96.6308265108282,32.8792550582896
"POINT (-96.6826803365826 32.9438670609076)",JUPITER @ GREENVIEW - N - FS,20680,-96.6826803365826,32.9438670609076
"POINT (-96.7989168684432 32.7763841156746)",MARILLA @ AKARD - W - FS,20685,-96.7989168684432,32.7763841156746
"POINT (-97.0018895961766 32.8632604616979)",ESTERS @ CHEYENNE - E - FS,20716,-97.0018895961766,32.8632604616979
"POINT (-96.9514116301022 32.8445243640612)",OCONNOR @ ROCHELLE - S - NS,20736,-96.9514116301022,32.8445243640612
"POINT (-96.8543523532055 32.9696822764949)",MARSH @ KELLER SPRINGS - N - MB,20785,-96.8543523532055,32.9696822764949
"POINT (-96.7120561244182 33.0144550736064)",COLLIN CREEK MALL @ SEARS - S - NS,20814,-96.7120561244182,33.0144550736064
"POINT (-96.8429760564095 33.0779663073804)",FRITO LAY HQ,20826,-96.8429760564095,33.0779663073804
"POINT (-96.6823771148443 33.0177660740429)",JUPITER @ 14TH - N - NS,20873,-96.6823771148443,33.0177660740429
"POINT (-96.6824902595751 32.9688870618497)",JUPITER @ COLLINS - N - FS,20883,-96.6824902595751,32.9688870618497
"POINT (-96.6606405255519 32.8789700581499)",KINGSLEY @ GARLAND - W - FS,20885,-96.6606405255519,32.8789700581499
"POINT (-96.6611655270218 32.8787400583311)",KINGSLEY @ GARLAND - E - NS,20886,-96.6611655270218,32.8787400583311
"POINT (-96.6136444031262 32.914777058948)",COUNTRY CLUB @ WALNUT - N - FS,20903,-96.6136444031262,32.914777058948
"POINT (-96.9184315443982 32.896004353026)",LUNA @ ROYAL - N - FS,20913,-96.9184315443982,32.896004353026
"POINT (-96.9188045442413 32.8957643532149)",LUNA @ ROYAL - S - NS,20914,-96.9188045442413,32.8957643532149
"POINT (-96.7015733356274 32.9452780611218)",BELT LINE @ PLANO - E - MB,20928,-96.7015733356274,32.9452780611218
"POINT (-96.7343389353984 32.7649540545967)",DIXON @ BARBER - N - NS,20966,-96.7343389353984,32.7649540545967
"POINT (-96.7958588571726 32.7812471124048)",MAIN @ ST PAUL - E - NS,20997,-96.7958588571726,32.7812471124048
"POINT (-96.8445869157385 32.7247481604319)",EDGEFIELD @ BERKLEY - N - NS,21009,-96.8445869157385,32.7247481604319
"POINT (-96.8736857153605 32.8158432298413)",AMBASSADOR @ MOCKINGBIRD - W - FS,21012,-96.8736857153605,32.8158432298413
"POINT (-96.7708569349503 32.7632540790421)",EDGEWOOD @ BIRMINGHAM - S - NS,21013,-96.7708569349503,32.7632540790421
"POINT (-96.7704519355716 32.7632420791554)",BIRMINGHAM @ EDGEWOOD - S - NS,21014,-96.7704519355716,32.7632420791554
"POINT (-96.7953928572511 32.7815261123502)",MAIN @ ST PAUL - W - NS,21020,-96.7953928572511,32.7815261123502
"POINT (-96.802601855695 32.7799451212726)",MAIN @ GRIFFIN - W - NS,21024,-96.802601855695,32.7799451212726
"POINT (-96.7611203818089 32.9362730825627)",ESPERANZA @ MIDPARK - N - NS,21065,-96.7611203818089,32.9362730825627
"POINT (-96.8659419158114 32.7059611856709)",PIERCE @ PENTAGON - S - NS,21089,-96.8659419158114,32.7059611856709
"POINT (-96.8661169153871 32.7057201852841)",PENTAGON @ PIERCE - E - NS,21090,-96.8661169153871,32.7057201852841
"POINT (-96.8336457863929 32.7963731658965)",WYCLIFF @ IRVING - N - FS,21101,-96.8336457863929,32.7963731658965
"POINT (-96.8356628302008 32.7790091612749)",SYLVAN @ SINGLETON - N - FS,21104,-96.8356628302008,32.7790091612749
"POINT (-96.8358908315721 32.7781681615978)",SYLVAN @ SINGLETON - S - FS,21105,-96.8358908315721,32.7781681615978
"POINT (-96.6683726637703 32.8347040561213)",GUS THOMASSON @ SHILOH - E - NS,21142,-96.6683726637703,32.8347040561213
"POINT (-96.683010624335 32.8503280572684)",JUPITER @ GARLAND - N - FS,21152,-96.683010624335,32.8503280572684
"POINT (-96.700410594737 32.8631680577527)",LAKE HIGHLANDS @ NORTHWEST - N - MB,21156,-96.700410594737,32.8631680577527
"POINT (-96.9107413460386 32.998611413873)",FRANKFORD @ OLD DENTON - E - MB,21195,-96.9107413460386,32.998611413873
"POINT (-96.8467867334308 32.8138331909001)",INWOOD @ SOUTHWESTERN MEDICAL - N - FS,21209,-96.8467867334308,32.8138331909001
"POINT (-96.7466228635497 32.7899860558286)",CULVER @ WINSLOW - E - NS,21211,-96.7466228635497,32.7899860558286
"POINT (-96.7463358629792 32.790044056126)",CULVER @ WINSLOW - W - NS,21212,-96.7463358629792,32.790044056126
"POINT (-96.6287434345897 32.905782058672)",GARLAND HEALTH CLINIC XXXX,21379,-96.6287434345897,32.905782058672
"POINT (-96.6295585994027 32.848286056675)",LA PRADA @ NORTHWEST - W - MB,21410,-96.6295585994027,32.848286056675
"POINT (-96.9772915950105 32.8660354248482)",STORY @ WALNUT HILL - S - FS,21426,-96.9772915950105,32.8660354248482
"POINT (-96.8060353334951 32.9621061755131)",ARAPAHO @ PRESTON - W - FS,21486,-96.8060353334951,32.9621061755131
"POINT (-96.8583387911592 32.7872041937198)",BICKERS @ GOLDMAN - W - FS,21488,-96.8583387911592,32.7872041937198
"POINT (-96.6995898175193 32.7921160553382)",SAMUELL @ JIM MILLER - W - NS,21515,-96.6995898175193,32.7921160553382
"POINT (-96.6992188180621 32.7919790557464)",SAMUELL @ JIM MILLER - E - FS,21516,-96.6992188180621,32.7919790557464
"POINT (-96.8445023560449 32.965105254477)",BOYINGTON @ CHENAULT - W - NS,21615,-96.8445023560449,32.965105254477
"POINT (-96.8449713559243 32.9653242554401)",CHENAULT @ BOYINGTON - S - NS,21616,-96.8449713559243,32.9653242554401
"POINT (-96.9000476114849 32.860723296898)",TECHNOLOGY W @ CONNECTOR - S - MB,21692,-96.9000476114849,32.860723296898
"POINT (-96.6825761154141 33.0172670736163)",JUPITER @ 14TH - S - FS,21772,-96.6825761154141,33.0172670736163
"POINT (-96.6201603613902 32.9305210601891)",MARS @ TWILIGHT - S - NS,21810,-96.6201603613902,32.9305210601891
"POINT (-96.8731077168116 32.8151852285542)",MOCKINGBIRD @ AMBASSADOR - N - NS,21830,-96.8731077168116,32.8151852285542
"POINT (-96.8040895204247 32.8962191533762)",PRESTON @ PRESTON ROYAL  SC - S - MB,21939,-96.8040895204247,32.8962191533762
"POINT (-96.8197223812218 32.9487131984971)",VERDE VALLEY @ NOEL - W - FS,22007,-96.8197223812218,32.9487131984971
"POINT (-96.9582266512078 32.8294013603921)",GRAUWYLER @ MACARTHUR - W - MB,22119,-96.9582266512078,32.8294013603921
"POINT (-96.8492409660016 32.6622751689372)",CAMP WISDOM @ WESTERHAM - W - NS,22125,-96.8492409660016,32.6622751689372
"POINT (-96.6397368934502 32.7195700541081)",ELAM @ CHEYENNE - W - FS,22135,-96.6397368934502,32.7195700541081
"POINT (-96.8139064010908 32.9400321841063)",MONTFORT @ SPRING VALLEY - N - FS,22191,-96.8139064010908,32.9400321841063
"POINT (-96.7632420018996 32.6606310735967)",TIOGA @ TIOGA PL - W - NS,22217,-96.7632420018996,32.6606310735967
"POINT (-96.7599240013624 32.6746120690501)",HIGHLAND HILLS @ SIMPSON STUART - N - FS,22319,-96.7599240013624,32.6746120690501
"POINT (-96.7736949890616 32.6936010831438)",LEDBETTER @ BONNIE VIEW - E - MB,22323,-96.7736949890616,32.6936010831438
"POINT (-96.9152277633151 32.7784322590705)",SINGLETON @ JIM - E - FS,22345,-96.9152277633151,32.7784322590705
"POINT (-96.8400929687664 32.6636481582235)",POLK @ CAMP WISDOM - S - MB,22360,-96.8400929687664,32.6636481582235
"POINT (-96.8397529695701 32.6637401583649)",POLK @ CAMP WISDOM - N - FS,22361,-96.8397529695701,32.6637401583649
"POINT (-96.9655585645526 32.8880974269492)",EXECUTIVE @ CORPORATE - S - MB,22372,-96.9655585645526,32.8880974269492
"POINT (-96.8237049476528 32.7059491384151)",KIEST @ BECKLEY - W - FS,22448,-96.8237049476528,32.7059491384151
"POINT (-96.6917699426376 32.7490860537571)",HILLBURN @ BRUTON - S - NS,22482,-96.6917699426376,32.7490860537571
"POINT (-96.768781344358 32.9495930982059)",COIT @ BELT LINE - N - NS,22562,-96.768781344358,32.9495930982059
"POINT (-96.7323730577731 33.0411200944537)",PARKER @ CUSTER - W - MB,22563,-96.7323730577731,33.0411200944537
"POINT (-96.7356382889075 32.9618120619563)",ARAPAHO @ HAMPSHIRE - W - MB,22573,-96.7356382889075,32.9618120619563
"POINT (-96.7703303066697 32.9618791031958)",ARAPAHO @ COIT - E - MB,22575,-96.7703303066697,32.9618791031958
"POINT (-96.7679533737072 32.94004909609)",SPRING VALLEY @ COIT - W - MB,22581,-96.7679533737072,32.94004909609
"POINT (-96.804860416277 32.9329031648023)",ALPHA @ PRESTON - W - FS,22582,-96.804860416277,32.9329031648023
"POINT (-96.7464493732906 32.9369410613513)",PRESTONWOOD @ WOODWICK - E - NS,22585,-96.7464493732906,32.9369410613513
"POINT (-96.7466173726977 32.9370590610327)",PRESTONWOOD @ WOODWICK - W - FS,22586,-96.7466173726977,32.9370590610327
"POINT (-96.8577168120739 32.7786191887886)",SINGLETON @ COOMBSVILLE - E - NS,22609,-96.8577168120739,32.7786191887886
"POINT (-96.873860878657 32.7343651932076)",CLARENDON @ WESTMORELAND - W - NS,22724,-96.873860878657,32.7343651932076
"POINT (-96.8735178791325 32.7343111924954)",CLARENDON @ WESTMORELAND - E - FS,22725,-96.8735178791325,32.7343111924954
"POINT (-96.8823629242545 32.6876702038069)",WESTMORELAND @ BRONZE - N - FS,22742,-96.8823629242545,32.6876702038069
"POINT (-96.8366679268666 32.7201131521641)",VERNON @ ILLINOIS - N - NS,22743,-96.8366679268666,32.7201131521641
"POINT (-96.8896098802553 32.7205092109153)",ILLINOIS @ COCKRELL HILL - W - MB,22768,-96.8896098802553,32.7205092109153
"POINT (-96.7592289904451 32.7431460651014)",LAMAR @ HAVEN - S - MB,22789,-96.7592289904451,32.7431460651014
"POINT (-96.7587489915014 32.7425930651038)",LAMAR @ HAVEN - N - NS,22790,-96.7587489915014,32.7425930651038
"POINT (-96.9922776211359 32.8433714248272)",BELT LINE @ GRANDE BULEVAR - N - NS,22798,-96.9922776211359,32.8433714248272
"POINT (-96.9925586212112 32.8430844241856)",BELT LINE @ GRANDE BULEVAR - S - FS,22799,-96.9925586212112,32.8430844241856
